行 ID, 订单 ID, 订单日期, 邮寄方式, 客户 ID, 客户名称, 细分, 城市, 省/自治区, 国家, 地区, 产品 ID, 类别, 子类别, 产品名称, 销售额, 数量, 折扣, 利润
6256.0, CN-2018-5601190, 43156.0, 二级, 冯莲-16945, 冯莲, 公司, 铁岭, 辽宁, 中国, 东北, 办公用-标签-10000480, 办公用品, 标签, Smead 有色标签, 可调, 187.29999999999998, 11.0, 0.0, 64.26
6257.0, CN-2018-5601190, 43156.0, 二级, 冯莲-16945, 冯莲, 公司, 铁岭, 辽宁, 中国, 东北, 技术-复印-10000179, 技术, 复印机, Brother 传真机, 红色, 2694.616, 11.0, 0.37, -1242.0239999999997
6258.0, CN-2018-2042105, 43314.0, 二级, 曹鹏-19090, 曹鹏, 消费者, 上海, 上海, 中国, 华东, 办公用-收纳-10001478, 办公用品, 收纳具, Fellowes 锁柜, 工业, 6822.46, 15.0, 0.0, 3257.52
6259.0, CN-2017-2977814, 43072.0, 当日, 夏芯-13960, 夏芯, 消费者, 深圳, 广东, 中国, 中南, 家具-椅子-10000123, 家具, 椅子, Hon 扶手椅, 黑色, 11492.692, 14.0, 0.1, 1655.052
6260.0, US-2019-4736051, 43687.0, 二级, 赖虎-14035, 赖虎, 公司, 哈尔滨, 黑龙江, 中国, 东北, 办公用-信封-10002028, 办公用品, 信封, Cameo 外皮和封条, 每套 50 个, 132.0, 9.0, 0.0, 8.82
6261.0, US-2019-4736051, 43687.0, 二级, 赖虎-14035, 赖虎, 公司, 哈尔滨, 黑龙江, 中国, 东北, 办公用-用品-10002441, 办公用品, 用品, Fiskars 尺子, 蓝色, 168.67999999999998, 10.0, 0.0, 7.840000000000001
6262.0, CN-2017-4162714, 42915.0, 一级, 胡锦-14860, 胡锦, 公司, 宝山, 黑龙江, 中国, 东北, 家具-椅子-10004534, 家具, 椅子, Office Star 扶手椅, 黑色, 2203.9999999999995, 9.0, 0.0, 0.0
6263.0, CN-2017-4162714, 42915.0, 一级, 胡锦-14860, 胡锦, 公司, 宝山, 黑龙江, 中国, 东北, 办公用-系固-10000678, 办公用品, 系固件, Accos 按钉, 金属, 375.59999999999997, 13.0, 0.0, 119.0
6264.0, US-2017-2470286, 42756.0, 标准级, 钱幂-18070, 钱幂, 小型企业, 浯溪, 湖南, 中国, 中南, 办公用-标签-10002900, 办公用品, 标签, Novimex 合法证物标签, 白色, 180.57999999999998, 11.0, 0.0, 49.56
6265.0, US-2017-2470286, 42756.0, 标准级, 钱幂-18070, 钱幂, 小型企业, 浯溪, 湖南, 中国, 中南, 办公用-标签-10000344, 办公用品, 标签, Avery 运输标签, 可调, 125.0, 10.0, 0.0, 7.28
6266.0, CN-2016-2017739, 42664.0, 二级, 邹凤-13000, 邹凤, 消费者, 抚顺, 辽宁, 中国, 东北, 家具-用具-10002267, 家具, 用具, Advantus 分层置放架, 优质, 663.7479999999999, 17.0, 0.37, 94.24799999999999
6267.0, CN-2016-2017739, 42664.0, 二级, 邹凤-13000, 邹凤, 消费者, 抚顺, 辽宁, 中国, 东北, 办公用-收纳-10000076, 办公用品, 收纳具, Eldon 锁柜, 工业, 4663.099999999999, 13.0, 0.0, 1341.9
6268.0, US-2018-1538609, 43327.0, 标准级, 赵婵-10885, 赵婵, 消费者, 佳木斯, 黑龙江, 中国, 东北, 家具-书架-10003110, 家具, 书架, Bush 柜, 传统, 2710.24, 12.0, 0.0, 0.0
6269.0, US-2018-1538609, 43327.0, 标准级, 赵婵-10885, 赵婵, 消费者, 佳木斯, 黑龙江, 中国, 东北, 技术-配件-10003364, 技术, 配件, SanDisk 键盘, 实惠, 2695.6800000000003, 15.0, 0.0, 398.86
6270.0, US-2018-1538609, 43327.0, 标准级, 赵婵-10885, 赵婵, 消费者, 佳木斯, 黑龙江, 中国, 东北, 办公用-纸张-10003365, 办公用品, 纸张, Enermax 计划信息表, 优质, 244.0, 10.0, 0.0, 0.0
6271.0, US-2018-1538609, 43327.0, 标准级, 赵婵-10885, 赵婵, 消费者, 佳木斯, 黑龙江, 中国, 东北, 技术-复印-10003535, 技术, 复印机, Brother 个人复印机, 彩色, 707.5400000000001, 9.0, 0.0, 242.33999999999997
6272.0, CN-2017-2063413, 43045.0, 一级, 邓达-11785, 邓达侠, 消费者, 合德, 江苏, 中国, 华东, 办公用-用品-10003562, 办公用品, 用品, Fiskars 剪刀, 锯齿状, 200.824, 11.0, 0.37, -86.436
6273.0, CN-2017-2063413, 43045.0, 一级, 邓达-11785, 邓达侠, 消费者, 合德, 江苏, 中国, 华东, 家具-书架-10002807, 家具, 书架, Safco 墙角架, 金属, 867.952, 10.0, 0.37, 124.99199999999996
6274.0, CN-2017-2063413, 43045.0, 一级, 邓达-11785, 邓达侠, 消费者, 合德, 江苏, 中国, 华东, 家具-用具-10000331, 家具, 用具, Advantus 门挡, 一包多件, 665.2599999999999, 13.0, 0.37, -0.1400000000000432
6275.0, CN-2017-2063413, 43045.0, 一级, 邓达-11785, 邓达侠, 消费者, 合德, 江苏, 中国, 华东, 技术-配件-10002979, 技术, 配件, 罗技 闪存驱动器, 耐用, 550.096, 14.0, 0.37, -0.5039999999999623
6276.0, CN-2018-2405576, 43275.0, 标准级, 邹涛-21265, 邹涛, 公司, 东宁, 黑龙江, 中国, 东北, 办公用-装订-10001101, 办公用品, 装订机, Avery 订书机, 耐用, 1443.52, 14.0, 0.0, 507.36
6277.0, CN-2017-4162714, 43100.0, 标准级, 卢壁-10450, 卢壁, 消费者, 晋江, 海南, 中国, 中南, 技术-配件-10003885, 技术, 配件, Enermax 闪存驱动器, 可编程, 435.52, 10.0, 0.0, 84.28
6278.0, CN-2017-4162714, 43100.0, 标准级, 卢壁-10450, 卢壁, 消费者, 晋江, 海南, 中国, 中南, 办公用-系固-10003093, 办公用品, 系固件, OIC 图钉, 整包, 165.32, 10.0, 0.0, 27.439999999999998
6279.0, CN-2016-4497736, 42598.0, 标准级, 陶丽-17665, 陶丽雪, 公司, 南渡, 广西, 中国, 中南, 技术-配件-10003779, 技术, 配件, Enermax 键盘, 可编程, 2016.4, 13.0, 0.0, 257.6
6280.0, CN-2016-4497736, 42598.0, 标准级, 陶丽-17665, 陶丽雪, 公司, 南渡, 广西, 中国, 中南, 办公用-标签-10001814, 办公用品, 标签, Smead 运输标签, 耐用, 314.0, 13.0, 0.0, 58.8
6281.0, CN-2016-4497736, 42598.0, 标准级, 陶丽-17665, 陶丽雪, 公司, 南渡, 广西, 中国, 中南, 办公用-器具-10002966, 办公用品, 器具, Cuisinart 冰箱, 红色, 9294.16, 12.0, 0.0, 3703.84
6282.0, CN-2018-5816959, 43422.0, 标准级, 杨德-12250, 杨德伟, 公司, 邢台, 河北, 中国, 华北, 办公用-用品-10004652, 办公用品, 用品, Stiletto 开信刀, 钢, 293.28000000000003, 10.0, 0.0, 12.88
6283.0, CN-2018-5816959, 43422.0, 标准级, 杨德-12250, 杨德伟, 公司, 邢台, 河北, 中国, 华北, 办公用-装订-10000225, 办公用品, 装订机, Cardinal 装订机盖, 透明, 194.44, 11.0, 0.0, 54.18000000000001
6284.0, CN-2018-5816959, 43422.0, 标准级, 杨德-12250, 杨德伟, 公司, 邢台, 河北, 中国, 华北, 办公用-装订-10000366, 办公用品, 装订机, Avery 孔加固材料, 回收, 100.78, 11.0, 0.0, 9.66
6285.0, CN-2018-5816959, 43422.0, 标准级, 杨德-12250, 杨德伟, 公司, 邢台, 河北, 中国, 华北, 技术-设备-10004413, 技术, 设备, 爱普生 计算器, 红色, 440.56, 10.0, 0.0, 68.88
6286.0, CN-2016-5897280, 42580.0, 一级, 潘荷-13735, 潘荷, 小型企业, 宜宾, 四川, 中国, 西南, 办公用-收纳-10002943, 办公用品, 收纳具, Smead 文件车, 蓝色, 2430.7999999999997, 12.0, 0.0, 910.5600000000001
6287.0, CN-2016-5897280, 42580.0, 一级, 潘荷-13735, 潘荷, 小型企业, 宜宾, 四川, 中国, 西南, 办公用-标签-10001132, 办公用品, 标签, Smead 有色标签, 耐用, 284.88, 12.0, 0.0, 102.48
6288.0, CN-2016-5897280, 42580.0, 一级, 潘荷-13735, 潘荷, 小型企业, 宜宾, 四川, 中国, 西南, 家具-用具-10003344, 家具, 用具, Advantus 闹钟, 耐用, 576.304, 12.0, 0.37, -54.65600000000006
6289.0, US-2018-2372663, 43433.0, 当日, 蒋雯-21670, 蒋雯, 消费者, 枣阳, 湖北, 中国, 中南, 办公用-用品-10003746, 办公用品, 用品, Kleencut 开信刀, 工业, 194.608, 10.0, 0.37, -13.552000000000007
6290.0, CN-2018-5821791, 43140.0, 一级, 潘雯-21775, 潘雯, 公司, 咸阳, 陕西, 中国, 西北, 办公用-系固-10000409, 办公用品, 系固件, OIC 按钉, 整包, 521.06, 15.0, 0.0, 18.62
6291.0, CN-2017-1187433, 42975.0, 标准级, 钟松-20620, 钟松, 公司, 延吉, 吉林, 中国, 东北, 家具-书架-10001668, 家具, 书架, 宜家 搁架, 黑色, 1636.44, 10.0, 0.0, 640.9200000000001
6292.0, CN-2016-3361827, 42394.0, 二级, 夏惠-14320, 夏惠英, 消费者, 保定, 河北, 中国, 华北, 办公用-装订-10004481, 办公用品, 装订机, Acco 孔加固材料, 实惠, 189.4, 13.0, 0.0, 63.7
6293.0, CN-2016-3361827, 42394.0, 二级, 夏惠-14320, 夏惠英, 消费者, 保定, 河北, 中国, 华北, 技术-复印-10001101, 技术, 复印机, 夏普 无线传真机, 红色, 6644.24, 12.0, 0.0, 1982.9599999999998
6294.0, CN-2016-3361827, 42394.0, 二级, 夏惠-14320, 夏惠英, 消费者, 保定, 河北, 中国, 华北, 办公用-装订-10001165, 办公用品, 装订机, Cardinal 打孔机, 回收, 442.24, 11.0, 0.0, 81.48
6295.0, CN-2016-3361827, 42394.0, 二级, 夏惠-14320, 夏惠英, 消费者, 保定, 河北, 中国, 华北, 办公用-器具-10000088, 办公用品, 器具, Breville 搅拌机, 红色, 1297.3600000000001, 11.0, 0.0, 126.0
6296.0, US-2017-4794169, 42992.0, 标准级, 王霖-17545, 王霖, 小型企业, 义乌, 浙江, 中国, 华东, 家具-椅子-10002059, 家具, 椅子, SAFCO 凳子, 红色, 504.23199999999997, 9.0, 0.37, -258.74800000000005
6297.0, CN-2019-4475873, 43702.0, 一级, 郝壁-10420, 郝壁, 公司, 汕头, 广东, 中国, 中南, 办公用-美术-10000636, 办公用品, 美术, Binney & Smith 记号笔, 金属, 128.64, 9.0, 0.2, 9.380000000000003
6298.0, CN-2019-4475873, 43702.0, 一级, 郝壁-10420, 郝壁, 公司, 汕头, 广东, 中国, 中南, 办公用-用品-10001056, 办公用品, 用品, Stiletto 大剪刀, 蓝色, 482.84000000000003, 10.0, 0.0, 215.32000000000002
6299.0, CN-2019-4475873, 43702.0, 一级, 郝壁-10420, 郝壁, 公司, 汕头, 广东, 中国, 中南, 家具-椅子-10004961, 家具, 椅子, Office Star 椅垫, 可调, 1181.608, 12.0, 0.1, 471.68799999999993
6300.0, CN-2016-1251442, 42573.0, 标准级, 常丽-16180, 常丽华, 消费者, 上海, 上海, 中国, 华东, 技术-复印-10003386, 技术, 复印机, 佳能 无线传真机, 彩色, 7129.2, 12.0, 0.0, 1347.92
6301.0, CN-2018-1172542, 43331.0, 标准级, 徐虎-14020, 徐虎, 消费者, 汕头, 广东, 中国, 中南, 办公用-用品-10002396, 办公用品, 用品, Stiletto 美工刀, 钢, 364.12, 10.0, 0.0, 112.0
6302.0, CN-2018-1172542, 43331.0, 标准级, 徐虎-14020, 徐虎, 消费者, 汕头, 广东, 中国, 中南, 技术-设备-10001286, 技术, 设备, 冲电器 打印机, 白色, 3770.7400000000007, 11.0, 0.0, 1233.12
6303.0, CN-2016-4986506, 42654.0, 标准级, 钟丽-15760, 钟丽, 小型企业, 白山, 吉林, 中国, 东北, 办公用-收纳-10004690, 办公用品, 收纳具, Fellowes 盘, 工业, 574.12, 10.0, 0.0, 237.44
6304.0, CN-2016-4986506, 42654.0, 标准级, 钟丽-15760, 钟丽, 小型企业, 白山, 吉林, 中国, 东北, 办公用-收纳-10002508, 办公用品, 收纳具, Fellowes 锁柜, 单宽度, 5840.079999999999, 14.0, 0.0, 2263.8
6305.0, CN-2016-4986506, 42654.0, 标准级, 钟丽-15760, 钟丽, 小型企业, 白山, 吉林, 中国, 东北, 办公用-纸张-10003915, 办公用品, 纸张, SanDisk 信纸, 优质, 485.92, 10.0, 0.0, 76.72
6306.0, CN-2016-4986506, 42654.0, 标准级, 钟丽-15760, 钟丽, 小型企业, 白山, 吉林, 中国, 东北, 办公用-标签-10004025, 办公用品, 标签, Harbour Creations 合法证物标签, 红色, 235.04, 12.0, 0.0, 63.839999999999996
6307.0, CN-2018-4713954, 43431.0, 标准级, 程根-13210, 程根基, 消费者, 昆明, 云南, 中国, 西南, 办公用-美术-10002228, 办公用品, 美术, BIC 荧光笔, 混合尺寸, 240.36, 10.0, 0.0, 43.120000000000005
6308.0, CN-2019-3964185, 43597.0, 标准级, 唐婉-21385, 唐婉, 小型企业, 上海, 上海, 中国, 华东, 技术-设备-10003833, 技术, 设备, 柯尼卡 卡片打印机, 耐用, 4124.1, 13.0, 0.0, 245.0
6309.0, CN-2016-1830721, 42642.0, 标准级, 夏惠-14320, 夏惠英, 消费者, 榆次, 山西, 中国, 华北, 技术-复印-10002416, 技术, 复印机, 惠普 墨水, 红色, 1810.6, 11.0, 0.0, 479.64
6310.0, CN-2016-4836537, 42453.0, 标准级, 谭琼-19660, 谭琼, 小型企业, 广州, 广东, 中国, 中南, 家具-用具-10000649, 家具, 用具, Eldon 闹钟, 黑色, 2407.84, 17.0, 0.0, 1091.16
6314.0, CN-2019-5950580, 43619.0, 标准级, 郝立-16570, 郝立勤, 消费者, 东莞, 广东, 中国, 中南, 家具-用具-10004607, 家具, 用具, Deflect-O 框架, 一包多件, 2603.0000000000005, 13.0, 0.0, 436.1
6315.0, CN-2018-2204927, 43402.0, 标准级, 葛蔓-17980, 葛蔓楚, 公司, 太原, 山西, 中国, 华北, 技术-复印-10003535, 技术, 复印机, Brother 个人复印机, 彩色, 2054.6200000000003, 11.0, 0.0, 727.02
6316.0, CN-2018-2204927, 43402.0, 标准级, 葛蔓-17980, 葛蔓楚, 公司, 太原, 山西, 中国, 华北, 办公用-装订-10000662, 办公用品, 装订机, Cardinal 装订机盖, 耐用, 286.0, 12.0, 0.0, 10.08
6317.0, CN-2018-2204927, 43402.0, 标准级, 葛蔓-17980, 葛蔓楚, 公司, 太原, 山西, 中国, 华北, 技术-设备-10004218, 技术, 设备, 松下 收据打印机, 多色, 2854.9999999999995, 13.0, 0.0, 1325.8000000000002
6318.0, CN-2018-5285028, 43269.0, 一级, 戴松-20755, 戴松, 公司, 邓州, 河南, 中国, 中南, 办公用-用品-10001618, 办公用品, 用品, Acme 大剪刀, 蓝色, 732.88, 11.0, 0.0, 76.86
6319.0, US-2017-3636322, 42900.0, 标准级, 蒋宣-20830, 蒋宣, 消费者, 启东, 江苏, 中国, 华东, 技术-复印-10000971, 技术, 复印机, Brother 墨水, 彩色, 866.9440000000001, 10.0, 0.37, -513.8560000000002
6320.0, US-2017-3636322, 42900.0, 标准级, 蒋宣-20830, 蒋宣, 消费者, 启东, 江苏, 中国, 华东, 家具-用具-10003544, 家具, 用具, Rubvermaid 门挡, 黑色, 647.2, 13.0, 0.37, -102.20000000000005
6321.0, CN-2019-3857264, 43736.0, 一级, 涂德-12235, 涂德伟, 消费者, 辽源, 吉林, 中国, 东北, 技术-设备-10003033, 技术, 设备, StarTech 喷墨打印机, 耐用, 5669.280000000001, 12.0, 0.0, 2028.32
6322.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 技术-电话-10000762, 技术, 电话, 摩托罗拉 充电器, 全尺寸, 5443.431999999999, 11.0, 0.37, -3065.748
6323.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 技术-电话-10004636, 技术, 电话, 摩托罗拉 音频基座, 全尺寸, 3946.3839999999996, 16.0, 0.37, -521.6959999999999
6324.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 办公用-装订-10004876, 办公用品, 装订机, Avery 标签, 实惠, 87.172, 11.0, 0.37, 8.652000000000001
6325.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 技术-复印-10004642, 技术, 复印机, 夏普 传真机, 每套两件, 5828.740000000001, 15.0, 0.37, -2800.84
6326.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 技术-设备-10000409, 技术, 设备, 松下 计算器, 耐用, 316.24, 10.0, 0.37, -122.36000000000003
6327.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 家具-书架-10003011, 家具, 书架, Sauder 书架, 黑色, 1693.5040000000001, 12.0, 0.37, 137.98399999999992
6328.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 办公用-纸张-10003587, 办公用品, 纸张, Eaton 笔记本, 多色, 164.62, 9.0, 0.0, 0.0
6329.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 家具-用具-10003967, 家具, 用具, Eldon 相框, 优质, 351.688, 10.0, 0.37, -158.87200000000004
6330.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 技术-设备-10000530, 技术, 设备, 冲电器 喷墨打印机, 多色, 7949.3200000000015, 17.0, 0.37, -2903.04
6331.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 办公用-装订-10002049, 办公用品, 装订机, Ibico 装订机盖, 透明, 144.124, 11.0, 0.37, -42.336
6332.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 家具-椅子-10004718, 家具, 椅子, Novimex 折叠椅, 红色, 494.488, 10.0, 0.37, -276.47200000000004
6333.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 办公用-信封-10002162, 办公用品, 信封, Jiffy 商业信封, 银色, 291.04, 11.0, 0.0, 87.36
6334.0, CN-2018-4963271, 43404.0, 一级, 卢谙-18805, 卢谙, 小型企业, 牙克石, 内蒙古, 中国, 华北, 办公用-系固-10001927, 办公用品, 系固件, Accos 订书钉, 整包, 95.32000000000001, 10.0, 0.37, 6.999999999999986
6335.0, CN-2019-5908054, 43591.0, 标准级, 谢斯-20950, 谢斯云, 公司, 宁海, 山东, 中国, 华东, 办公用-器具-10004844, 办公用品, 器具, KitchenAid 炉灶, 银色, 16019.2, 14.0, 0.0, 2556.96
6336.0, US-2017-2075782, 42857.0, 一级, 袁梅-18130, 袁梅, 公司, 广州, 广东, 中国, 中南, 家具-用具-10001567, 家具, 用具, Rubvermaid 相框, 黑色, 758.5, 11.0, 0.0, 50.400000000000006
6337.0, US-2017-2075782, 42857.0, 一级, 袁梅-18130, 袁梅, 公司, 广州, 广东, 中国, 中南, 办公用-器具-10001375, 办公用品, 器具, Hamilton Beach 微波炉, 红色, 1352.38, 9.0, 0.0, 197.67999999999998
6341.0, CN-2016-4870971, 42370.0, 二级, 邢宁-18715, 邢宁, 公司, 常德, 湖南, 中国, 中南, 家具-桌子-10000441, 家具, 桌子, Barricks 圆桌, 白色, 5322.849999999999, 11.0, 0.25, -634.8299999999999
6342.0, CN-2016-4870971, 42370.0, 二级, 邢宁-18715, 邢宁, 公司, 常德, 湖南, 中国, 中南, 技术-电话-10004819, 技术, 电话, 诺基亚 智能手机, 整包, 1759.3600000000001, 11.0, 0.0, 68.88
6343.0, CN-2016-4870971, 42370.0, 二级, 邢宁-18715, 邢宁, 公司, 常德, 湖南, 中国, 中南, 技术-配件-10000300, 技术, 配件, 贝尔金 记忆卡, 实惠, 1641.34, 11.0, 0.0, 610.6800000000001
6344.0, CN-2016-4870971, 42370.0, 二级, 邢宁-18715, 邢宁, 公司, 常德, 湖南, 中国, 中南, 办公用-收纳-10002430, 办公用品, 收纳具, Rogers 文件车, 单宽度, 3338.7000000000003, 13.0, 0.0, 1321.6
6346.0, CN-2016-5929986, 42713.0, 二级, 陶丽-17665, 陶丽雪, 公司, 成都, 四川, 中国, 西南, 办公用-美术-10001717, 办公用品, 美术, Boston 钢笔, 混合尺寸, 115.19999999999999, 13.0, 0.8, -199.5000000000001
6347.0, CN-2016-5929986, 42713.0, 二级, 陶丽-17665, 陶丽雪, 公司, 成都, 四川, 中国, 西南, 家具-用具-10003276, 家具, 用具, Tenex 分层置放架, 优质, 968.9200000000001, 22.0, 0.37, 123.4799999999999
6348.0, CN-2016-5929986, 42713.0, 二级, 陶丽-17665, 陶丽雪, 公司, 成都, 四川, 中国, 西南, 技术-电话-10001357, 技术, 电话, 摩托罗拉 办公室电话机, 混合尺寸, 660.7239999999999, 11.0, 0.37, -251.07599999999996
6349.0, CN-2016-5929986, 42713.0, 二级, 陶丽-17665, 陶丽雪, 公司, 成都, 四川, 中国, 西南, 办公用-收纳-10004893, 办公用品, 收纳具, Tenex 盒, 蓝色, 342.0, 12.0, 0.0, 119.84
6350.0, CN-2019-1797152, 43507.0, 二级, 徐安-10150, 徐安, 消费者, 宜宾, 四川, 中国, 西南, 办公用-收纳-10001253, 办公用品, 收纳具, Eldon 锁柜, 金属, 6468.68, 15.0, 0.0, 514.5
6351.0, CN-2018-1156969, 43213.0, 标准级, 任婵-10810, 任婵娟, 公司, 渭南, 陕西, 中国, 西北, 办公用-用品-10003186, 办公用品, 用品, Kleencut 尺子, 钢, 215.44, 11.0, 0.0, 54.18000000000001
6352.0, CN-2018-1156969, 43213.0, 标准级, 任婵-10810, 任婵娟, 公司, 渭南, 陕西, 中国, 西北, 办公用-装订-10003982, 办公用品, 装订机, Cardinal 标签, 耐用, 401.91999999999996, 17.0, 0.0, 153.71999999999997
6353.0, CN-2018-1156969, 43213.0, 标准级, 任婵-10810, 任婵娟, 公司, 渭南, 陕西, 中国, 西北, 办公用-收纳-10000254, 办公用品, 收纳具, Tenex 文件夹, 单宽度, 468.0, 12.0, 0.0, 12.88
6354.0, CN-2018-1156969, 43213.0, 标准级, 任婵-10810, 任婵娟, 公司, 渭南, 陕西, 中国, 西北, 办公用-收纳-10004393, 办公用品, 收纳具, Rogers 文件车, 金属, 2003.3800000000006, 11.0, 0.0, 255.77999999999997
6355.0, CN-2018-1156969, 43213.0, 标准级, 任婵-10810, 任婵娟, 公司, 渭南, 陕西, 中国, 西北, 技术-复印-10001533, 技术, 复印机, 惠普 个人复印机, 数字化, 612.34, 9.0, 0.0, 219.66
6356.0, CN-2019-1307220, 43621.0, 标准级, 段杰-14800, 段杰, 公司, 日照, 山东, 中国, 华东, 技术-复印-10004166, 技术, 复印机, 惠普 传真复印机, 红色, 2429.2599999999998, 11.0, 0.0, 694.26
6357.0, US-2018-1399108, 43135.0, 标准级, 丁娇-14695, 丁娇, 公司, 宽甸, 辽宁, 中国, 东北, 家具-书架-10000196, 家具, 书架, Sauder 柜, 白色, 6192.880000000001, 21.0, 0.37, 203.83999999999924
6358.0, US-2018-1399108, 43135.0, 标准级, 丁娇-14695, 丁娇, 公司, 宽甸, 辽宁, 中国, 东北, 家具-用具-10003114, 家具, 用具, Advantus 闹钟, 一包多件, 898.36, 14.0, 0.37, -72.24000000000012
6359.0, CN-2016-3664982, 42563.0, 标准级, 潘荷-13735, 潘荷, 小型企业, 长沙, 湖南, 中国, 中南, 家具-椅子-10003097, 家具, 椅子, Hon 折叠椅, 可调, 1091.2659999999998, 11.0, 0.1, 316.806
6360.0, CN-2016-3664982, 42563.0, 标准级, 潘荷-13735, 潘荷, 小型企业, 长沙, 湖南, 中国, 中南, 办公用-信封-10004154, 办公用品, 信封, Ames 马尼拉纸信封, 每套 50 个, 264.44, 10.0, 0.0, 27.439999999999998
6361.0, CN-2017-3656854, 42794.0, 二级, 顾君-15220, 顾君, 公司, 铜仁, 贵州, 中国, 西南, 技术-电话-10003642, 技术, 电话, 苹果 办公室电话机, 蓝色, 643.28, 10.0, 0.0, 261.8
6362.0, CN-2017-3656854, 42794.0, 二级, 顾君-15220, 顾君, 公司, 铜仁, 贵州, 中国, 西南, 技术-复印-10004642, 技术, 复印机, 夏普 传真机, 每套两件, 3345.2799999999997, 11.0, 0.2, -372.53999999999996
6363.0, CN-2019-5300830, 43762.0, 二级, 宋立-16840, 宋立, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-用品-10003186, 办公用品, 用品, Kleencut 尺子, 钢, 251.728, 14.0, 0.37, -36.792
6364.0, CN-2019-5300830, 43762.0, 二级, 宋立-16840, 宋立, 消费者, 沈阳, 辽宁, 中国, 东北, 办公用-信封-10001989, 办公用品, 信封, Jiffy 外皮和封条, 回收, 121.78, 9.0, 0.0, 8.68
6365.0, CN-2019-5300830, 43762.0, 二级, 宋立-16840, 宋立, 消费者, 沈阳, 辽宁, 中国, 东北, 家具-椅子-10000128, 家具, 椅子, Novimex 沙滩椅, 可调, 169.66, 9.0, 0.37, -85.96000000000001
6366.0, CN-2016-3690158, 42684.0, 标准级, 巩关-15595, 巩关茵, 公司, 泰州, 江苏, 中国, 华东, 家具-椅子-10002025, 家具, 椅子, Novimex 折叠椅, 可调, 508.4319999999999, 10.0, 0.37, 70.952
6367.0, US-2017-2045726, 42900.0, 标准级, 俞明-18325, 俞明, 消费者, 宜宾, 四川, 中国, 西南, 家具-椅子-10003670, 家具, 椅子, Harbour Creations 摇椅, 黑色, 1249.1439999999998, 11.0, 0.37, -101.55600000000004
6368.0, CN-2019-4261740, 43685.0, 标准级, 曹鹏-19090, 曹鹏, 消费者, 晋江, 海南, 中国, 中南, 技术-配件-10003902, 技术, 配件, Memorex 闪存驱动器, 可编程, 322.40000000000003, 10.0, 0.0, 98.0
6369.0, CN-2016-4980108, 42499.0, 二级, 巩辉-12595, 巩辉, 消费者, 莱州, 山东, 中国, 华东, 办公用-收纳-10000319, 办公用品, 收纳具, Rogers 锁柜, 单宽度, 2009.3999999999999, 10.0, 0.0, 434.56
6370.0, CN-2016-4980108, 42499.0, 二级, 巩辉-12595, 巩辉, 消费者, 莱州, 山东, 中国, 华东, 办公用-纸张-10004521, 办公用品, 纸张, Green Bar 信纸, 优质, 485.6400000000001, 10.0, 0.0, 157.92
6371.0, US-2018-3900153, 43251.0, 标准级, 麦忠-11500, 麦忠, 消费者, 瓦房店, 辽宁, 中国, 东北, 办公用-器具-10001222, 办公用品, 器具, Breville 咖啡研磨机, 红色, 1073.248, 14.0, 0.37, -346.7520000000001
6372.0, US-2018-3900153, 43251.0, 标准级, 麦忠-11500, 麦忠, 消费者, 瓦房店, 辽宁, 中国, 东北, 办公用-用品-10000086, 办公用品, 用品, Kleencut 剪刀, 工业, 167.89600000000002, 10.0, 0.37, 19.935999999999993
6373.0, CN-2018-5278404, 43200.0, 标准级, 俞毅-12520, 俞毅, 消费者, 黄石, 湖北, 中国, 中南, 家具-用具-10001122, 家具, 用具, Rubvermaid 分层置放架, 一包多件, 386.8, 13.0, 0.37, -205.80000000000004
