行ID,订单ID,订单日期,发货日期,邮寄方式,客户ID,客户名称,细分,城市,省/自治区,国家,地区,产品ID,类别,子类别,产品名称,销售额,数量,折扣,利润,
4094, CN-2016-5834678,42371,42378, 标准级, 麦虢-13510, 麦虢, 公司, 上海, 上海, 中国, 华东, 办公用-器具-10003859, 办公用品, 器具, Cuisinart 冰箱, 白色,6953.08,11,0,691.74
4095, CN-2016-5834678,42371,42378, 标准级, 麦虢-13510, 麦虢, 公司, 上海, 上海, 中国, 华东, 技术-配件-10002318, 技术, 配件, 贝尔金 键区, 回收,2108.24,16,0,414.4
4096, CN-2018-2930075,43368,43370, 二级, 彭欢-14230, 彭欢, 公司, 德州, 山东, 中国, 华东, 办公用-收纳-10004714, 办公用品, 收纳具, Smead 盒, 单宽度,84.4,9,0,22.12
4097, CN-2018-3668469,43439,43443, 标准级, 田谙-18865, 田谙, 消费者, 杭州, 浙江, 中国, 华东, 技术-设备-10000548, 技术, 设备, 柯尼卡 收据打印机, 耐用,1061.908,11,0.37,68.208
4098, US-2018-2770008,43241,43247, 标准级, 夏明-18355, 夏明媚, 公司, 长春, 吉林, 中国, 东北, 家具-用具-10003917, 家具, 用具, Tenex 闹钟, 一包多件,973.12,12,0,150.08
4099, CN-2019-5698942,43506,43508, 二级, 田磊-16120, 田磊, 小型企业, 包头, 内蒙古, 中国, 华北, 家具-椅子-10002550, 家具, 椅子, Office Star 沙滩椅, 黑色,627.712,12,0.37,49.392
4100, CN-2016-4190541,42511,42517, 标准级, 邓达-11785, 邓达侠, 消费者, 双鸭山, 黑龙江, 中国, 东北, 技术-电话-10002032, 技术, 电话, 苹果 耳机, 蓝色,2085.28,14,0,614.88
4101, CN-2018-5873075,43391,43395, 标准级, 陈丽-17605, 陈丽雪, 公司, 汕头, 广东, 中国, 中南, 技术-配件-10002880, 技术, 配件, Enermax 鼠标, 耐用,1735,17,0,118.44
4102, CN-2018-5873075,43391,43395, 标准级, 陈丽-17605, 陈丽雪, 公司, 汕头, 广东, 中国, 中南, 家具-书架-10004880, 家具, 书架, 宜家 书库, 白色,3449.16,10,0,956.2
4103, CN-2018-3702485,43238,43242, 标准级, 常君-15145, 常君, 公司, 天津, 天津, 中国, 华北, 家具-书架-10000720, 家具, 书架, Bush 柜, 白色,1395.64,10,0,394.8
4104, CN-2018-3702485,43238,43242, 标准级, 常君-15145, 常君, 公司, 天津, 天津, 中国, 华北, 办公用-用品-10001494, 办公用品, 用品, Kleencut 美工刀, 钢,351.8,10,0,76.16
4110, US-2019-4988987,43554,43556, 二级, 彭娜-18550, 彭娜, 消费者, 嘉兴, 浙江, 中国, 华东, 办公用-系固-10002481, 办公用品, 系固件, Accos 橡皮筋, 金属,222.16,12,0.37,-72.24
4111, US-2019-4988987,43554,43556, 二级, 彭娜-18550, 彭娜, 消费者, 嘉兴, 浙江, 中国, 华东, 技术-复印-10003040, 技术, 复印机, 佳能 无线传真机, 红色,2144.416,10,0.37,-70.504
4112, CN-2019-1399832,43631,43636, 标准级, 曹达-11800, 曹达侠, 小型企业, 佛山, 广东, 中国, 中南, 技术-配件-10001134, 技术, 配件, Enermax 鼠标, 回收,567.4,11,0,10.5
4113, US-2019-4215575,43593,43596, 二级, 郝立-16570, 郝立勤, 消费者, 无锡, 江苏, 中国, 华东, 家具-书架-10003672, 家具, 书架, Safco 书库, 传统,5491.06,13,0.37,-1819.44
4114, CN-2018-2518780,43178,43181, 一级, 何根-13225, 何根基, 公司, 德州, 山东, 中国, 华东, 办公用-美术-10000463, 办公用品, 美术, Binney & Smith 钢笔, 蓝色,312.6,13,0,83.3
4115, CN-2018-2018203,43352,43357, 标准级, 邱丽-17620, 邱丽雪, 公司, 保定, 河北, 中国, 华北, 办公用-系固-10000178, 办公用品, 系固件, Stockwell 按钉, 每包 12 个,159.16,10,0,12.32
4116, CN-2018-4121606,43107,43112, 标准级, 楚伟-21445, 楚伟, 公司, 哈尔滨, 黑龙江, 中国, 东北, 家具-椅子-10001812, 家具, 椅子, Harbour Creations 折叠椅, 可调,970.88,10,0,290.36
4117, CN-2018-4121606,43107,43112, 标准级, 楚伟-21445, 楚伟, 公司, 哈尔滨, 黑龙江, 中国, 东北, 技术-配件-10000459, 技术, 配件, Memorex 路由器, 实惠,5778.9,13,0,2067.8
4118, CN-2018-4121606,43107,43112, 标准级, 楚伟-21445, 楚伟, 公司, 哈尔滨, 黑龙江, 中国, 东北, 家具-桌子-10004814, 家具, 桌子, Lesro 电脑桌, 组装,1538.335,9,0.25,481.355
4119, CN-2017-2468928,42985,42988, 二级, 邱德-12055, 邱德, 小型企业, 广州, 广东, 中国, 中南, 家具-椅子-10003795, 家具, 椅子, Harbour Creations 沙滩椅, 红色,810.412,11,0.1,206.892
4120, CN-2017-2468928,42985,42988, 二级, 邱德-12055, 邱德, 小型企业, 广州, 广东, 中国, 中南, 办公用-纸张-10000628, 办公用品, 纸张, 施乐 备忘录便条, 多色,103.72,9,0,1.26
4121, CN-2018-5679752,43369,43375, 标准级, 范宁-18685, 范宁, 小型企业, 武汉, 湖北, 中国, 中南, 家具-椅子-10001595, 家具, 椅子, Office Star 凳子, 红色,1008.064,10,0.37,48.664
4122, US-2019-5463213,43692,43694, 一级, 卢谙-18805, 卢谙, 小型企业, 重庆, 重庆, 中国, 西南, 办公用-用品-10004613, 办公用品, 用品, Elite 美工刀, 工业,374.76,10,0,88.48
4123, CN-2019-5058012,43550,43554, 标准级, 马锦-14890, 马锦, 公司, 四平, 吉林, 中国, 东北, 办公用-用品-10003186, 办公用品, 用品, Acme 修剪器, 工业,1543.2,15,0,437.08
4124, CN-2018-2330845,43222,43226, 二级, 邓实-20245, 邓实, 消费者, 烟台, 山东, 中国, 华东, 办公用-信封-10000814, 办公用品, 信封, Cameo 商业信封, 红色,320.86,11,0,123.06
4125, CN-2017-5684742,42972,42977, 标准级, 邓立-16900, 邓立, 消费者, 深圳, 广东, 中国, 中南, 技术-复印-10001968, 技术, 复印机, 惠普 复印机, 红色,2291.64,10,0,45.08
4126, CN-2018-2828982,43187,43191, 标准级, 范恒-13615, 范恒, 消费者, 北票, 辽宁, 中国, 东北, 办公用-收纳-10000254, 办公用品, 收纳具, Tenex 文件夹, 单宽度,468,12,0,12.88
4127, CN-2018-2062805,43446,43448, 二级, 蒋雯-21670, 蒋雯, 消费者, 合肥, 安徽, 中国, 华东, 家具-椅子-10002368, 家具, 椅子, Office Star 扶手椅, 红色,4396.68,10,0,1526.84
4128, CN-2019-4371002,43494,43498, 标准级, 肖崆-15520, 肖崆, 消费者, 钦州, 广西, 中国, 中南, 办公用-信封-10002358, 办公用品, 信封, GlobeWeis 局间信封, 红色,1472.08,14,0,632.52
4129, CN-2019-1455994,43702,43706, 标准级, 邵兰-15715, 邵兰, 消费者, 黄州, 湖北, 中国, 中南, 家具-书架-10004000, 家具, 书架, Sauder 墙角架, 金属,855.856,10,0.37,-534.464
4130, CN-2019-1455994,43702,43706, 标准级, 邵兰-15715, 邵兰, 消费者, 黄州, 湖北, 中国, 中南, 办公用-收纳-10001942, 办公用品, 收纳具, Fellowes 文件车, 金属,1306.88,10,0,585.48
4131, CN-2019-3825454,43500,43504, 二级, 李丽-17365, 李丽丽, 消费者, 济南, 山东, 中国, 华东, 办公用-装订-10000366, 办公用品, 装订机, Avery 孔加固材料, 回收,56.26,9,0,3.22
4132, CN-2019-3825454,43500,43504, 二级, 李丽-17365, 李丽丽, 消费者, 济南, 山东, 中国, 华东, 技术-设备-10004877, 技术, 设备, 冲电器 喷墨打印机, 白色,4409.14,11,0,831.18
4133, US-2016-1243146,42647,42651, 标准级, 卢壁-10450, 卢壁, 消费者, 遵义, 贵州, 中国, 西南, 办公用-信封-10001868, 办公用品, 信封, Jiffy 商业信封, 红色,216,10,0,89.04
4134, CN-2018-2900587,43237,43241, 标准级, 黄丽-15835, 黄丽, 消费者, 无锡, 江苏, 中国, 华东, 家具-书架-10001061, 家具, 书架, Safco 古典书架, 金属,7385.848,14,0.37,-3063.312
4135, CN-2018-2900587,43237,43241, 标准级, 黄丽-15835, 黄丽, 消费者, 无锡, 江苏, 中国, 华东, 技术-配件-10000080, 技术, 配件, Memorex 键区, 可编程,557.152,12,0.37,-26.208
4136, CN-2017-2396895,42835,42837, 一级, 孔关-15610, 孔关茵, 公司, 绵阳, 四川, 中国, 西南, 技术-配件-10001306, 技术, 配件, 罗技 键盘, 可编程,1069.3,13,0.37,-328.3
4137, CN-2017-2396895,42835,42837, 一级, 孔关-15610, 孔关茵, 公司, 绵阳, 四川, 中国, 西南, 办公用-器具-10003452, 办公用品, 器具, KitchenAid 搅拌机, 黑色,584.368,10,0.37,-0.112
4138, CN-2017-3172853,42992,42994, 二级, 柯丽-15880, 柯丽, 消费者, 咸阳, 陕西, 中国, 西北, 办公用-信封-10002784, 办公用品, 信封, Kraft 搭扣信封, 红色,443.64,15,0,175.42
4139, CN-2016-2444005,42482,42486, 标准级, 余德-12100, 余德, 小型企业, 郑家屯, 吉林, 中国, 东北, 办公用-纸张-10001312, 办公用品, 纸张, 施乐 信纸, 优质,873.44,12,0,369.04
4140, CN-2017-5630783,42849,42854, 标准级, 王立-16585, 王立勤, 公司, 天津, 天津, 中国, 华北, 办公用-美术-10001814, 办公用品, 美术, BIC 画布, 金属,803.44,11,0,223.02
4141, CN-2017-5630783,42849,42854, 标准级, 王立-16585, 王立勤, 公司, 天津, 天津, 中国, 华北, 技术-配件-10000405, 技术, 配件, SanDisk 路由器, 实惠,4819.2,12,0,239.12
4142, CN-2017-5630783,42849,42854, 标准级, 王立-16585, 王立勤, 公司, 天津, 天津, 中国, 华北, 办公用-装订-10004453, 办公用品, 装订机, Acco 订书机, 透明,1213.5,13,0,377.3
4143, CN-2018-2234207,43220,43224, 标准级, 洪梦-18205, 洪梦, 公司, 信阳, 河南, 中国, 中南, 技术-配件-10000138, 技术, 配件, 贝尔金 鼠标, 可编程,624.94,11,0,47.04
4144, CN-2017-5712655,43080,43085, 标准级, 沈强-19375, 沈强, 消费者, 珠海, 广东, 中国, 中南, 家具-椅子-10002450, 家具, 椅子, Hon 折叠椅, 红色,1401.856,12,0.1,410.256
4145, CN-2016-2102819,42731,42731, 当日, 殷昌-11080, 殷昌, 消费者, 新乡, 河南, 中国, 中南, 办公用-纸张-10000589, 办公用品, 纸张, SanDisk 笔记本, 多色,908.44,14,0,384.72
4146, CN-2016-2102819,42731,42731, 当日, 殷昌-11080, 殷昌, 消费者, 新乡, 河南, 中国, 中南, 办公用-纸张-10004354, 办公用品, 纸张, Enermax 笔记本, 多色,313.16,10,0,136.64
4147, CN-2016-2102819,42731,42731, 当日, 殷昌-11080, 殷昌, 消费者, 新乡, 河南, 中国, 中南, 家具-椅子-10002321, 家具, 椅子, Novimex 椅垫, 可调,1516.516,14,0.1,608.916
4148, CN-2018-4347413,43221,43226, 标准级, 杨立-16600, 杨立勤, 公司, 开原, 辽宁, 中国, 东北, 办公用-纸张-10002428, 办公用品, 纸张, 施乐 信纸, 多色,466.88,10,0,207.76
4149, US-2017-3981825,42993,42995, 二级, 巩晒-19795, 巩晒明, 小型企业, 廉江, 广东, 中国, 中南, 办公用-美术-10002566, 办公用品, 美术, Stanley 荧光笔, 混合尺寸,501.264,15,0.2,-47.236
4150, CN-2019-4111983,43541,43545, 标准级, 薛光-13405, 薛光, 消费者, 成都, 四川, 中国, 西南, 办公用-标签-10004408, 办公用品, 标签, Smead 文件夹标签, 红色,115.2,10,0,9.52
4151, CN-2019-4111983,43541,43545, 标准级, 薛光-13405, 薛光, 消费者, 成都, 四川, 中国, 西南, 办公用-器具-10001757, 办公用品, 器具, KitchenAid 炉灶, 黑色,3223.648,10,0.37,-53.312
4152, US-2017-5235171,42863,42868, 标准级, 何虢-13480, 何虢, 小型企业, 武汉, 湖北, 中国, 中南, 家具-椅子-10002913, 家具, 椅子, Office Star 椅垫, 每套两件,415.192,10,0.37,-50.848
4153, US-2017-5235171,42863,42868, 标准级, 何虢-13480, 何虢, 小型企业, 武汉, 湖北, 中国, 中南, 办公用-用品-10001876, 办公用品, 用品, Stiletto 大剪刀, 钢,831.832,14,0.37,-452.928
4154, US-2017-5235171,42863,42868, 标准级, 何虢-13480, 何虢, 小型企业, 武汉, 湖北, 中国, 中南, 办公用-美术-10002159, 办公用品, 美术, BIC 钢笔, 金属,135.528,15,0.8,-163.072
4155, CN-2016-3429663,42608,42612, 标准级, 黄岱-11860, 黄岱, 消费者, 青岛, 山东, 中国, 华东, 办公用-纸张-10000589, 办公用品, 纸张, SanDisk 笔记本, 多色,471.22,11,0,192.36
4156, CN-2018-4957098,43131,43136, 标准级, 徐婵-11005, 徐婵, 小型企业, 宿州, 安徽, 中国, 华东, 技术-配件-10002869, 技术, 配件, 贝尔金 记忆卡, 回收,2661.8,13,0,1234.8
4157, CN-2018-4957098,43131,43136, 标准级, 徐婵-11005, 徐婵, 小型企业, 宿州, 安徽, 中国, 华东, 办公用-装订-10000225, 办公用品, 装订机, Cardinal 装订机盖, 透明,140.96,10,0,36.12
4158, CN-2016-1785047,42571,42574, 一级, 许莞-13270, 许莞颖, 小型企业, 合肥, 安徽, 中国, 华东, 办公用-装订-10003764, 办公用品, 装订机, Acco 装订机盖, 回收,353.2,13,0,156.1
4159, CN-2016-1785047,42571,42574, 一级, 许莞-13270, 许莞颖, 小型企业, 合肥, 安徽, 中国, 华东, 办公用-信封-10000562, 办公用品, 信封, Kraft 搭扣信封, 银色,459.6,16,0,194.88
4160, CN-2016-1785047,42571,42574, 一级, 许莞-13270, 许莞颖, 小型企业, 合肥, 安徽, 中国, 华东, 家具-用具-10004218, 家具, 用具, Tenex 相框, 一包多件,518.4,10,0,145.32
4161, CN-2019-5679752,43513,43519, 标准级, 吕灵-17575, 吕灵, 消费者, 平凉, 甘肃, 中国, 西北, 家具-用具-10000331, 家具, 用具, Advantus 门挡, 一包多件,286.504,10,0.37,-0.056
4162, CN-2019-5679752,43513,43519, 标准级, 吕灵-17575, 吕灵, 消费者, 平凉, 甘肃, 中国, 西北, 办公用-用品-10001414, 办公用品, 用品, Kleencut 修剪器, 锯齿状,354.292,11,0.37,-80.388
4163, CN-2019-5057492,43659,43661, 二级, 邱刚-13120, 邱刚, 公司, 兖州, 山东, 中国, 华东, 家具-椅子-10002448, 家具, 椅子, SAFCO 折叠椅, 红色,833.96,10,0,143.92
4164, CN-2018-4171126,43143,43145, 一级, 熊荣-19720, 熊荣, 消费者, 上海, 上海, 中国, 华东, 办公用-标签-10000258, 办公用品, 标签, Harbour Creations 文件夹标签, 红色,153.7,11,0,29.82
4165, CN-2018-4171126,43143,43145, 一级, 熊荣-19720, 熊荣, 消费者, 上海, 上海, 中国, 华东, 技术-复印-10004642, 技术, 复印机, 夏普 传真机, 每套两件,5552.8,12,0,607.04
4166, CN-2018-4171126,43143,43145, 一级, 熊荣-19720, 熊荣, 消费者, 上海, 上海, 中国, 华东, 办公用-收纳-10003199, 办公用品, 收纳具, Fellowes 锁柜, 金属,6776.4,15,0,66.64
4167, CN-2016-1610589,42599,42602, 二级, 谢斯-20950, 谢斯云, 公司, 大庆, 黑龙江, 中国, 东北, 办公用-器具-10001372, 办公用品, 器具, Cuisinart 炉灶, 黑色,10071.44,12,0,1103.76
4168, CN-2016-5569894,42534,42539, 二级, 夏松-20665, 夏松, 小型企业, 平顶山, 河南, 中国, 中南, 办公用-用品-10002354, 办公用品, 用品, Stiletto 美工刀, 工业,1612.78,17,0,520.38
4169, CN-2016-5247158,42660,42664, 标准级, 赵盛-20320, 赵盛, 小型企业, 泉州, 福建, 中国, 华东, 家具-用具-10001122, 家具, 用具, Rubvermaid 分层置放架, 一包多件,974.8,16,0,47.04
4170, CN-2017-1350603,42809,42809, 当日, 郝立-16570, 郝立勤, 消费者, 晋江, 海南, 中国, 中南, 家具-用具-10001977, 家具, 用具, Eldon 框架, 优质,570.06,9,0,246.54
4171, CN-2019-3529472,43734,43738, 标准级, 罗安-10210, 罗安, 消费者, 塘沽, 天津, 中国, 华北, 技术-复印-10000050, 技术, 复印机, Brother 复印机, 彩色,1264.74,9,0,36.82
4172, CN-2019-3529472,43734,43738, 标准级, 罗安-10210, 罗安, 消费者, 塘沽, 天津, 中国, 华北, 家具-椅子-10004563, 家具, 椅子, Office Star 沙滩椅, 可调,845.02,11,0,186.48
4173, CN-2019-3529472,43734,43738, 标准级, 罗安-10210, 罗安, 消费者, 塘沽, 天津, 中国, 华北, 办公用-美术-10001897, 办公用品, 美术, Boston 速写本, 混合尺寸,758.92,11,0,231.84
4174, CN-2018-2280831,43329,43335, 标准级, 陈磊-15970, 陈磊, 消费者, 天津, 天津, 中国, 华北, 技术-电话-10003816, 技术, 电话, 摩托罗拉 耳机, 全尺寸,2302.84,14,0,544.32
4175, CN-2018-2280831,43329,43335, 标准级, 陈磊-15970, 陈磊, 消费者, 天津, 天津, 中国, 华北, 办公用-标签-10001294, 办公用品, 标签, Hon 合法证物标签, 耐用,349,14,0,90.72
4176, CN-2018-2280831,43329,43335, 标准级, 陈磊-15970, 陈磊, 消费者, 天津, 天津, 中国, 华北, 技术-配件-10002679, 技术, 配件, Enermax 路由器, 实惠,4856.16,12,0,1108.8
4177, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 办公用-信封-10004437, 办公用品, 信封, Jiffy 局间信封, 回收,456.24,10,0,8.4
4178, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 办公用-系固-10003093, 办公用品, 系固件, OIC 图钉, 整包,349.168,16,0.37,-100.352
4179, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 技术-复印-10002448, 技术, 复印机, 夏普 传真机, 数字化,1687.624,10,0.37,-220.696
4180, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 家具-桌子-10003819, 家具, 桌子, Chromcraft 圆桌, 黑色,1777.84,10,0.6,-1177.12
4181, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 家具-用具-10003847, 家具, 用具, Deflect-O 框架, 黑色,2498.896,16,0.37,-699.104
4182, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 办公用-用品-10004419, 办公用品, 用品, Acme 剪刀, 工业,109.768,9,0.37,-25.312
4183, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 办公用-纸张-10002493, 办公用品, 纸张, Enermax 备忘录便条, 优质,253.24,11,0,43.68
4184, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 技术-复印-10000101, 技术, 复印机, 惠普 个人复印机, 彩色,1442.176,12,0.37,-657.664
4185, CN-2018-3211633,43429,43434, 标准级, 赖聪-11680, 赖聪, 消费者, 乐山, 四川, 中国, 西南, 技术-复印-10004582, 技术, 复印机, 夏普 复印机, 红色,1364.56,10,0.37,-887.04
4186, US-2019-1610589,43488,43492, 标准级, 蒋光-13360, 蒋光, 小型企业, 埠河, 湖北, 中国, 中南, 技术-复印-10000604, 技术, 复印机, 夏普 传真复印机, 彩色,1938.448,12,0.37,-285.712
4187, US-2019-1610589,43488,43492, 标准级, 蒋光-13360, 蒋光, 小型企业, 埠河, 湖北, 中国, 中南, 办公用-纸张-10002493, 办公用品, 纸张, Enermax 备忘录便条, 优质,253.24,11,0,43.68
4188, US-2019-1610589,43488,43492, 标准级, 蒋光-13360, 蒋光, 小型企业, 埠河, 湖北, 中国, 中南, 办公用-收纳-10003040, 办公用品, 收纳具, Tenex 锁柜, 工业,2898.82,11,0,658.56
4189, US-2019-1610589,43488,43492, 标准级, 蒋光-13360, 蒋光, 小型企业, 埠河, 湖北, 中国, 中南, 技术-配件-10004986, 技术, 配件, 贝尔金 路由器, 回收,1470.736,10,0.37,-71.904
4190, US-2018-4479623,43269,43274, 标准级, 卢欢-14125, 卢欢悦, 小型企业, 皇岗, 广东, 中国, 中南, 家具-椅子-10001337, 家具, 椅子, Harbour Creations 凳子, 可调,2334.886,11,0.1,664.566
4191, US-2018-4479623,43269,43274, 标准级, 卢欢-14125, 卢欢悦, 小型企业, 皇岗, 广东, 中国, 中南, 家具-椅子-10000670, 家具, 椅子, Office Star 凳子, 可调,1516.012,10,0.1,279.692
4192, US-2018-4479623,43269,43274, 标准级, 卢欢-14125, 卢欢悦, 小型企业, 皇岗, 广东, 中国, 中南, 技术-复印-10000302, 技术, 复印机, Hewlett 个人复印机, 每套两件,2727.04,12,0,1184.4
4193, US-2018-4479623,43269,43274, 标准级, 卢欢-14125, 卢欢悦, 小型企业, 皇岗, 广东, 中国, 中南, 办公用-收纳-10003897, 办公用品, 收纳具, Rogers 搁板, 金属,1176.4,12,0,193.76
4194, US-2018-4479623,43269,43274, 标准级, 卢欢-14125, 卢欢悦, 小型企业, 皇岗, 广东, 中国, 中南, 家具-书架-10001371, 家具, 书架, Safco 古典书架, 传统,8212.8,12,0,2208.08
4195, US-2018-4479623,43269,43274, 标准级, 卢欢-14125, 卢欢悦, 小型企业, 皇岗, 广东, 中国, 中南, 办公用-收纳-10004131, 办公用品, 收纳具, Rogers 文件夹, 金属,867.28,14,0,308.28
4196, CN-2019-4607746,43601,43606, 标准级, 杨栋-12340, 杨栋, 公司, 重庆, 重庆, 中国, 西南, 办公用-收纳-10003186, 办公用品, 收纳具, Rogers 盘, 单宽度,609.96,10,0,230.16
4197, CN-2019-2766233,43502,43506, 标准级, 封乐-17740, 封乐, 消费者, 萍乡, 江西, 中国, 华东, 办公用-收纳-10004975, 办公用品, 收纳具, Fellowes 文件夹, 工业,284.88,10,0,40.04
4198, CN-2018-1172542,43327,43331, 标准级, 郝惠-14380, 郝惠, 消费者, 海口, 海南, 中国, 西南, 办公用-收纳-10004374, 办公用品, 收纳具, Smead 文件车, 工业,2439.76,12,0,456.96
4199, CN-2018-1172542,43327,43331, 标准级, 郝惠-14380, 郝惠, 消费者, 海口, 海南, 中国, 西南, 家具-用具-10000753, 家具, 用具, Deflect-O 灯泡, 一包多件,1278.6,22,0,484.12
4200, CN-2018-1172542,43327,43331, 标准级, 郝惠-14380, 郝惠, 消费者, 海口, 海南, 中国, 西南, 办公用-标签-10000869, 办公用品, 标签, Novimex 有色标签, 耐用,811.14,21,0,387.66
4201, CN-2018-1172542,43327,43331, 标准级, 郝惠-14380, 郝惠, 消费者, 海口, 海南, 中国, 西南, 技术-复印-10001543, 技术, 复印机, 佳能 个人复印机, 彩色,572.272,9,0.2,73.892
4202, US-2019-5033587,43589,43591, 二级, 郭冬-12415, 郭冬露, 消费者, 武汉, 湖北, 中国, 中南, 家具-椅子-10004563, 家具, 椅子, Office Star 沙滩椅, 可调,682.816,12,0.37,-183.904
4203, CN-2019-1608087,43678,43685, 标准级, 郭刚-13150, 郭刚, 公司, 上海, 上海, 中国, 华东, 技术-复印-10001627, 技术, 复印机, 惠普 无线传真机, 彩色,18598.7,19,0,555.94
4204, CN-2018-1141510,43425,43428, 二级, 夏惠-14320, 夏惠英, 消费者, 镇江, 江苏, 中国, 华东, 办公用-纸张-10002096, 办公用品, 纸张, Enermax 备忘录便条, 多色,193.32,10,0,6.16
4205, CN-2019-4200185,43633,43637, 标准级, 王立-16585, 王立勤, 公司, 包头, 内蒙古, 中国, 华北, 办公用-信封-10001579, 办公用品, 信封, Jiffy 外皮和封条, 每套 50 个,314.14,11,0,123.06
4208, CN-2017-2938026,42880,42884, 标准级, 李蔓-17995, 李蔓楚, 小型企业, 西安, 陕西, 中国, 西北, 技术-电话-10000498, 技术, 电话, 苹果 信号增强器, 蓝色,1309.4,10,0,586.6
4209, CN-2017-1261828,42869,42874, 二级, 施莲-17065, 施莲, 消费者, 郑州, 河南, 中国, 中南, 技术-配件-10000207, 技术, 配件, Enermax 闪存驱动器, 实惠,1196.56,14,0,499.8
4218, CN-2016-5525339,42459,42466, 标准级, 戴虎-14065, 戴虎, 消费者, 榆次, 山西, 中国, 华北, 技术-电话-10004015, 技术, 电话, 思科 充电器, 全尺寸,6125.68,10,0,670.04
4219, CN-2018-1755383,43234,43238, 标准级, 曹丽-15940, 曹丽, 小型企业, 咸阳, 陕西, 中国, 西北, 办公用-美术-10003409, 办公用品, 美术, Binney & Smith 记号笔, 整包,375.04,11,0,85.26
4220, CN-2018-1755383,43234,43238, 标准级, 曹丽-15940, 曹丽, 小型企业, 咸阳, 陕西, 中国, 西北, 办公用-标签-10001184, 办公用品, 标签, Harbour Creations 文件夹标签, 可调,126.82,11,0,12.6
4221, CN-2018-1755383,43234,43238, 标准级, 曹丽-15940, 曹丽, 小型企业, 咸阳, 陕西, 中国, 西北, 办公用-装订-10002538, 办公用品, 装订机, Acco 装订机, 透明,374.9,13,0,0
4222, CN-2019-3281446,43654,43658, 标准级, 麦虢-13525, 麦虢, 公司, 抚顺, 辽宁, 中国, 东北, 家具-椅子-10000329, 家具, 椅子, Novimex 扶手椅, 红色,9009.82,15,0.37,-1795.36
4223, CN-2019-3281446,43654,43658, 标准级, 麦虢-13525, 麦虢, 公司, 抚顺, 辽宁, 中国, 东北, 办公用-系固-10002631, 办公用品, 系固件, Stockwell 橡皮筋, 金属,170.584,11,0.37,11.004
4224, CN-2019-1756643,43645,43649, 标准级, 徐杰-14740, 徐杰, 公司, 商丘, 河南, 中国, 中南, 办公用-器具-10004864, 办公用品, 器具, Hoover 炉灶, 红色,2686.86,9,0,397.88
4225, CN-2019-1756643,43645,43649, 标准级, 徐杰-14740, 徐杰, 公司, 商丘, 河南, 中国, 中南, 技术-电话-10002745, 技术, 电话, 苹果 智能手机, 蓝色,1184.8,10,0,345.24
4226, CN-2017-5106829,42808,42810, 一级, 丁婵-10990, 丁婵, 公司, 抚顺, 辽宁, 中国, 东北, 办公用-信封-10004263, 办公用品, 信封, Cameo 商业信封, 银色,304.9,11,0,40.32
4227, CN-2016-1743738,42681,42685, 标准级, 邹凤-13000, 邹凤, 消费者, 海林, 黑龙江, 中国, 东北, 办公用-系固-10003146, 办公用品, 系固件, Advantus 夹子, 整包,304.06,11,0,134.82
4228, CN-2016-1743738,42681,42685, 标准级, 邹凤-13000, 邹凤, 消费者, 海林, 黑龙江, 中国, 东北, 办公用-收纳-10004477, 办公用品, 收纳具, Tenex 文件夹, 金属,762.14,15,0,64.68
4229, CN-2016-1743738,42681,42685, 标准级, 邹凤-13000, 邹凤, 消费者, 海林, 黑龙江, 中国, 东北, 办公用-用品-10003696, 办公用品, 用品, Elite 尺子, 蓝色,356,13,0,60.9
4230, CN-2016-1902956,42452,42457, 标准级, 郝升-20095, 郝升, 消费者, 南岔, 黑龙江, 中国, 东北, 办公用-标签-10004554, 办公用品, 标签, Harbour Creations 可去除的标签, 白色,130.6,10,0,35.56
4231, CN-2019-3649263,43711,43715, 标准级, 陶聪-11725, 陶聪, 消费者, 天津, 天津, 中国, 华北, 办公用-用品-10003039, 办公用品, 用品, Acme 开信刀, 锯齿状,410.74,11,0,161.7
4232, CN-2019-3649263,43711,43715, 标准级, 陶聪-11725, 陶聪, 消费者, 天津, 天津, 中国, 华北, 办公用-器具-10002081, 办公用品, 器具, Hamilton Beach 炉灶, 白色,7600.72,11,0,1664.46
4233, CN-2016-3279950,42640,42645, 标准级, 付立-16750, 付立, 消费者, 上海, 上海, 中国, 华东, 家具-椅子-10002697, 家具, 椅子, Novimex 摇椅, 每套两件,657.84,9,0,137.2
